text,label,scam_category,caller_type,audio_duration,urgency_level,contains_blackmail
Ji namaskar Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,113,medium,False
"Hello sir Doctor appointment kal 9 baje hai, fasting rehna.",0,none,friend,15,low,False
Namaste sir Aapka order deliver ho chuka hai. Feedback de dena.,0,none,doctor_clinic,22,low,False
Delhi Police se bol raha hoon. Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,207,medium,False
Madam ek minute Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,118,high,False
ACP Sharma bol raha hoon. Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,181,medium,False
Dhyan se suniye Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,bank_kyc,bank_scammer,119,medium,False
Namaste sir Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,113,high,False
"Aap sun rahe hain na? Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,aadhaar,other_scammer,146,medium,False
Delhi Police se bol raha hoon. Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,91,medium,False
Dhyan se suniye Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,194,medium,False
Ji namaskar Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,111,high,True
Sir ek minute suniye Project ka review meeting kal 4 baje hai kya?,0,none,friend,84,low,False
"Namaste sir Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,friend,49,low,False
Hello sir Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,bank_scammer,119,medium,False
Inspector Rajesh Kumar bol raha hoon. Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,165,medium,False
"Madam ek minute Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,aadhaar,other_scammer,94,medium,False
CBI se bol raha hoon. Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,212,high,True
"Sir ek minute suniye Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,lottery,other_scammer,150,medium,False
Sir ek minute suniye Aapka order deliver ho chuka hai. Feedback de dena.,0,none,friend,88,low,False
CBI se bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,179,high,True
"Namaste ma'am Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,lottery,other_scammer,141,medium,False
"Madam ek minute Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,lottery,other_scammer,60,medium,False
Aap sun rahe hain na? Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,173,high,False
Delhi Police se bol raha hoon. Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,200,medium,False
Namaste ma'am Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,162,high,False
Madam ek minute Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,119,medium,False
Sir ek minute suniye Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,200,high,True
Police headquarters se bol raha hoon. Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,92,high,True
Ji haan suniye Cab 3 minute mein pahunch raha hai.,0,none,friend,40,low,False
Hello ji Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,205,high,True
Hello ma'am Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,249,medium,False
"Namaste ma'am Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,family,83,low,False
National Cyber Cell se bol raha hoon. Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,141,high,False
Ji namaskar Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,bank_scammer,114,medium,False
"Dhyan se suniye Beta ghar aa gaya hoon, darwaza khol do.",0,none,office_colleague,18,low,False
Inspector Rajesh Kumar bol raha hoon. Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,143,high,False
Police headquarters se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,bank_scammer,106,medium,False
Aap sun rahe hain na? Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,aadhaar,other_scammer,98,medium,False
Hello ji Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,222,high,False
CBI se bol raha hoon. National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,150,high,False
Aap sun rahe hain na? Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,145,medium,False
Inspector Rajesh Kumar bol raha hoon. National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,104,high,False
Delhi Police se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,amazon,other_scammer,92,medium,False
Namaste sir Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,119,high,False
Ji namaskar Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,237,high,False
"Dhyan se suniye Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,aadhaar,other_scammer,74,medium,False
"Hello ma'am Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,office_colleague,77,low,False
National Cyber Cell se bol raha hoon. Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,255,medium,False
ACP Sharma bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,bank_scammer,79,medium,False
Madam ek minute National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,204,medium,False
Hello ji Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,94,medium,False
Police headquarters se bol raha hoon. Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,200,medium,False
"Namaste ma'am Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,152,medium,False
Cyber Crime Department se bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,228,high,True
Dhyan se suniye Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,176,high,True
Dhyan se suniye Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,233,high,True
Dhyan se suniye Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,250,high,False
Namaste sir Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,240,high,False
Ji haan suniye Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,134,medium,False
Delhi Police se bol raha hoon. Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,111,medium,False
Sir ek minute suniye Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,210,high,True
Hello ma'am Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,95,high,True
Law enforcement se bol raha hoon. Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,191,medium,False
"Sir ek minute suniye Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,lottery,other_scammer,80,medium,False
Aap sun rahe hain na? Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,109,high,True
"Aap sun rahe hain na? Doctor appointment kal 9 baje hai, fasting rehna.",0,none,family,50,low,False
"Crime Branch se bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,119,medium,False
Ji namaskar Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,123,medium,False
Special Investigation Team se bol raha hoon. Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,169,high,True
National Cyber Cell se bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,181,high,True
Madam ek minute Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,132,high,True
National Cyber Cell se bol raha hoon. Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,237,high,False
Namaste ma'am Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,204,high,True
"Dhyan se suniye School fees ki last date kal hai, payment kar dena.",0,none,friend,93,low,False
Law enforcement se bol raha hoon. Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,226,high,True
Inspector Rajesh Kumar bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,105,high,True
Hello ji Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,212,medium,False
"Dhyan se suniye Doctor appointment kal 9 baje hai, fasting rehna.",0,none,office_colleague,76,low,False
Ji haan suniye Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,relative,other_scammer,95,medium,False
CBI se bol raha hoon. Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,117,medium,False
"Hello ji School fees ki last date kal hai, payment kar dena.",0,none,delivery_agent,71,low,False
Hello ma'am Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,relative,other_scammer,114,medium,False
Inspector Rajesh Kumar bol raha hoon. Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,150,medium,False
Dhyan se suniye Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,260,high,True
Ji haan suniye Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,171,high,True
Namaste ma'am Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,168,medium,False
Ji namaskar Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,171,high,False
Dhyan se suniye Project ka review meeting kal 4 baje hai kya?,0,none,delivery_agent,32,low,False
Namaste ma'am Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,183,medium,False
Ji namaskar Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,bank_scammer,143,medium,False
Sir ek minute suniye Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,126,high,False
Namaste ma'am Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,219,high,False
Namaste sir Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,151,high,True
"Sir ek minute suniye Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,doctor_clinic,80,low,False
Hello sir Project ka review meeting kal 4 baje hai kya?,0,none,delivery_agent,19,low,False
Hello sir Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,140,high,False
Sir ek minute suniye Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,161,medium,False
Crime Branch se bol raha hoon. Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,247,medium,False
ACP Sharma bol raha hoon. Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,147,medium,False
Sir ek minute suniye Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,109,high,True
Crime Branch se bol raha hoon. Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,258,high,False
National Cyber Cell se bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,128,high,True
Namaste ma'am Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,121,high,True
Inspector Rajesh Kumar bol raha hoon. Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,141,medium,False
"Hello ji Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,amazon,other_scammer,98,medium,False
"Hello sir Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,amazon,other_scammer,73,medium,False
Namaste sir Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,236,high,True
Namaste sir Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,143,medium,False
Namaste ma'am Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,190,high,False
Delhi Police se bol raha hoon. National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,232,medium,False
National Cyber Cell se bol raha hoon. Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,132,medium,False
"Madam ek minute Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,office_colleague,77,low,False
Law enforcement se bol raha hoon. Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,150,medium,False
Ji namaskar Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,206,high,True
Inspector Rajesh Kumar bol raha hoon. Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,163,high,False
Hello ma'am Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,203,medium,False
Hello ma'am Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,amazon,other_scammer,65,medium,False
Ji haan suniye Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,147,high,False
National Cyber Cell se bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,lottery,other_scammer,134,medium,False
Ji namaskar Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,189,high,False
Dhyan se suniye Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,203,medium,False
National Cyber Cell se bol raha hoon. Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,192,medium,False
Hello sir Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,100,high,True
Crime Branch se bol raha hoon. Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,220,high,False
Madam ek minute Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,226,high,True
ACP Sharma bol raha hoon. Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,104,high,True
"ACP Sharma bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,amazon,other_scammer,93,medium,False
Namaste sir Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,bank_scammer,137,medium,False
Namaste sir Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,255,medium,False
Special Investigation Team se bol raha hoon. Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,248,medium,False
Hello ma'am Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,148,medium,False
Namaste sir Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,242,medium,False
Namaste sir Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,180,medium,False
Law enforcement se bol raha hoon. Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,149,high,False
Ji haan suniye Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,98,high,False
Hello ji Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,233,high,False
Police headquarters se bol raha hoon. Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,240,medium,False
Sir ek minute suniye Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,111,medium,False
ACP Sharma bol raha hoon. Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,115,high,False
Sir ek minute suniye Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,122,high,True
Cyber Crime Department se bol raha hoon. Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,153,high,False
Ji namaskar Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,249,medium,False
Cyber Crime Department se bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,100,high,True
Cyber Crime Department se bol raha hoon. Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,124,medium,False
Namaste ma'am Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,165,medium,False
Ji haan suniye Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,255,high,False
Special Investigation Team se bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,lottery,other_scammer,57,medium,False
Ji namaskar Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,128,medium,False
Sir ek minute suniye Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,149,medium,False
Namaste sir Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,142,high,True
Police headquarters se bol raha hoon. Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,193,medium,False
"Cyber Crime Department se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,76,medium,False
Crime Branch se bol raha hoon. Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,191,medium,False
Dhyan se suniye Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,116,medium,False
"CBI se bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,lottery,other_scammer,143,medium,False
Ji namaskar Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,193,high,False
Delhi Police se bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,bank_scammer,147,medium,False
Special Investigation Team se bol raha hoon. Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,186,high,True
Special Investigation Team se bol raha hoon. Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,116,high,True
Hello sir Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,172,medium,False
ACP Sharma bol raha hoon. Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,237,high,True
CBI se bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,189,high,True
Ji haan suniye Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,208,high,False
"Ji haan suniye School fees ki last date kal hai, payment kar dena.",0,none,office_colleague,55,low,False
Hello sir Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,138,high,False
Law enforcement se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,relative,other_scammer,55,medium,False
ACP Sharma bol raha hoon. Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,95,medium,False
"Sir ek minute suniye Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,friend,77,low,False
ACP Sharma bol raha hoon. Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,158,high,False
Hello sir Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,250,medium,False
Hello ma'am Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,240,high,False
Sir ek minute suniye Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,205,medium,False
Cyber Crime Department se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,lottery,other_scammer,111,medium,False
"Hello ma'am Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,lottery,other_scammer,63,medium,False
"Law enforcement se bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,75,medium,False
Crime Branch se bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,aadhaar,other_scammer,58,medium,False
Inspector Rajesh Kumar bol raha hoon. Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,203,medium,False
Namaste ma'am Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,258,medium,False
CBI se bol raha hoon. Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,156,high,True
Delhi Police se bol raha hoon. Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,107,high,False
Namaste ma'am Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,243,medium,False
Ji haan suniye Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,lottery,other_scammer,139,medium,False
Delhi Police se bol raha hoon. Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,169,high,False
Sir ek minute suniye Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,232,high,False
National Cyber Cell se bol raha hoon. Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,173,high,False
Special Investigation Team se bol raha hoon. Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,124,medium,False
Ji haan suniye Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,amazon,other_scammer,77,medium,False
Law enforcement se bol raha hoon. Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,186,high,False
CBI se bol raha hoon. Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,93,medium,False
Hello ji Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,146,medium,False
Madam ek minute Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,191,high,False
Hello ji Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,257,medium,False
Namaste ma'am Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,134,medium,False
Namaste sir Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,202,high,False
National Cyber Cell se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,relative,other_scammer,69,medium,False
Crime Branch se bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,258,high,True
Ji haan suniye Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,209,high,False
Madam ek minute Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,104,medium,False
Ji haan suniye Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,90,medium,False
Delhi Police se bol raha hoon. Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,214,medium,False
CBI se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,aadhaar,other_scammer,129,medium,False
Hello ma'am Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,174,high,True
Dhyan se suniye Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,amazon,other_scammer,85,medium,False
ACP Sharma bol raha hoon. Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,198,high,False
Sir ek minute suniye Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,188,high,True
Crime Branch se bol raha hoon. Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,211,medium,False
Aap sun rahe hain na? Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,234,high,False
Dhyan se suniye Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,244,medium,False
Madam ek minute Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,188,high,True
Hello sir Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,112,medium,False
Special Investigation Team se bol raha hoon. Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,197,medium,False
Hello sir Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,bank_scammer,155,medium,False
National Cyber Cell se bol raha hoon. Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,158,high,True
